"사용일자","노선명","역명","승차총승객수","하차총승객수","등록일자"
"20200502","경강선","초월","1677","1596","20200505",""
"20200502","경강선","곤지암","1531","1562","20200505",""
"20200502","경강선","신둔도예촌","866","786","20200505",""
"20200502","경강선","이천","2076","2243","20200505",""
"20200502","경강선","부발","1118","1116","20200505",""
"20200502","경강선","세종대왕릉","256","280","20200505",""
"20200502","경강선","여주","1817","1873","20200505",""
"20200502","경부선","서울역","4251","785","20200505",""
"20200502","경부선","남영","4370","4439","20200505",""
"20200502","경부선","용산","26873","26519","20200505",""
"20200502","경부선","노량진","7415","6448","20200505",""
"20200502","경부선","대방","6800","6752","20200505",""
"20200502","경부선","영등포","32023","33412","20200505",""
"20200502","경부선","신도림","2383","2448","20200505",""
"20200502","경부선","신길","5110","4254","20200505",""
"20200502","경부선","구로","9436","9750","20200505",""
"20200502","경부선","가산디지털단지","4667","6411","20200505",""
"20200502","경부선","금천구청","6698","6541","20200505",""
"20200502","경부선","석수","5891","5471","20200505",""
"20200502","경부선","관악","4749","4415","20200505",""
"20200502","경부선","안양","14891","14948","20200505",""
"20200502","경부선","명학","4041","3828","20200505",""
"20200502","경부선","금정","14762","14769","20200505",""
"20200502","경부선","군포","3852","3500","20200505",""
"20200502","경부선","의왕","4771","4647","20200505",""
"20200502","경부선","성균관대","8177","8094","20200505",""
"20200502","경부선","화서","4045","3917","20200505",""
"20200502","경부선","수원","30680","32718","20200505",""
"20200502","경부선","독산","6718","6573","20200505",""
"20200502","경부선","세류","2128","2055","20200505",""
"20200502","일산선","백석","6314","6418","20200505",""
"20200502","안산선","고잔","4641","4530","20200505",""
"20200502","안산선","중앙","11374","12214","20200505",""
"20200502","분당선","청명","1931","2022","20200505",""
"20200502","분당선","영통","4857","4798","20200505",""
"20200502","분당선","망포","6394","5893","20200505",""
"20200502","분당선","매탄권선","2390","2176","20200505",""
"20200502","분당선","수원시청","7559","8829","20200505",""
"20200502","분당선","매교","1217","1253","20200505",""
"20200502","수인선","달월","64","68","20200505",""
"20200502","수인선","월곶","1675","1558","20200505",""
"20200502","수인선","소래포구","4764","4859","20200505",""
"20200502","수인선","인천논현","3722","3836","20200505",""
"20200502","수인선","호구포","1798","1721","20200505",""
"20200502","수인선","남동인더스파크","658","646","20200505",""
"20200502","수인선","원인재","2945","2977","20200505",""
"20200502","수인선","연수","3010","3141","20200505",""
"20200502","수인선","송도","1684","1565","20200505",""
"20200502","수인선","인하대","2959","2844","20200505",""
"20200502","수인선","숭의","2091","1829","20200505",""
"20200502","수인선","신포","1225","1272","20200505",""
"20200502","수인선","인천","1000","1552","20200505",""
"20200502","안산선","산본","10699","11255","20200505",""
"20200502","안산선","대야미","3620","3092","20200505",""
"20200502","안산선","반월","3027","2781","20200505",""
"20200502","안산선","상록수","11754","11286","20200505",""
"20200502","안산선","한대앞","4878","4649","20200505",""
"20200503","1호선","종각","10987","9900","20200506",""
"20200503","1호선","서울역","24008","19192","20200506",""
"20200503","9호선","샛강","1373","1377","20200506",""
"20200503","중앙선","지평","59","48","20200506",""
"20200503","중앙선","용문","2498","1900","20200506",""
"20200503","중앙선","원덕","396","327","20200506",""
"20200503","중앙선","양평","3625","3120","20200506",""
"20200503","중앙선","오빈","253","215","20200506",""
"20200503","중앙선","아신","612","488","20200506",""
"20200503","중앙선","국수","662","628","20200506",""
"20200503","중앙선","신원","323","211","20200506",""
"20200503","중앙선","양수","1882","1613","20200506",""
"20200503","중앙선","운길산","1369","1345","20200506",""
"20200503","중앙선","팔당","1683","1686","20200506",""
"20200503","중앙선","도심","1225","1187","20200506",""
"20200503","중앙선","덕소","3178","3162","20200506",""
"20200503","중앙선","양정","464","442","20200506",""
"20200503","중앙선","도농","4324","4287","20200506",""
"20200503","중앙선","구리","6737","7101","20200506",""
"20200503","중앙선","양원","741","771","20200506",""
"20200503","중앙선","망우","4259","4237","20200506",""
"20200503","중앙선","상봉(시외버스터미널)","3876","3613","20200506",""
"20200503","중앙선","중랑","3012","3062","20200506",""
"20200503","중앙선","회기","12301","12941","20200506",""
"20200503","장항선","신창(순천향대)","855","905","20200506",""
"20200503","장항선","온양온천","2796","2736","20200506",""
"20200503","장항선","배방","580","663","20200506",""
"20200503","장항선","아산","2094","1472","20200506",""
"20200503","장항선","쌍용(나사렛대)","945","930","20200506",""
"20200503","장항선","봉명","418","448","20200506",""
"20200503","일산선","대화","5461","5010","20200506",""
"20200503","일산선","주엽","3765","3723","20200506",""
"20200503","일산선","정발산","4558","4698","20200506",""
"20200503","일산선","마두","2977","2981","20200506",""
"20200503","일산선","백석","4906","4861","20200506",""
"20200503","일산선","대곡","928","816","20200506",""
"20200503","일산선","화정","8350","8646","20200506",""
"20200503","일산선","원당","5562","5223","20200506",""
"20200503","일산선","삼송","8718","8445","20200506",""
"20200503","일산선","원흥","4010","3907","20200506",""
"20200503","우이신설선","신설동","987","961","20200506",""
"20200503","우이신설선","보문","801","795","20200506",""
"20200503","우이신설선","성신여대입구(돈암)","1682","2057","20200506",""
"20200503","우이신설선","정릉","2221","1951","20200506",""
"20200503","우이신설선","북한산보국문","3134","2822","20200506",""
"20200503","우이신설선","솔샘","2344","2095","20200506",""
"20200503","우이신설선","삼양사거리","1315","1295","20200506",""
"20200503","우이신설선","삼양","1086","1124","20200506",""
"20200503","우이신설선","화계","1659","1536","20200506",""
"20200503","우이신설선","가오리","2002","1885","20200506",""
"20200503","우이신설선","4.19민주묘지","1702","1451","20200506",""
"20200503","우이신설선","솔밭공원","1202","1169","20200506",""
"20200503","우이신설선","북한산우이","2419","2437","20200506",""
"20200503","안산선","수리산","2124","2367","20200506",""
"20200503","안산선","오이도","5799","5524","20200506",""
"20200503","안산선","정왕","4002","4081","20200506",""
"20200503","안산선","신길온천","940","858","20200506",""
"20200503","안산선","안산","9051","8073","20200506",""
"20200503","안산선","초지","1831","1717","20200506",""
"20200503","안산선","고잔","3272","3333","20200506",""
"20200503","안산선","중앙","9219","9265","20200506",""
"20200503","안산선","한대앞","3831","3587","20200506",""
"20200503","안산선","상록수","9356","8902","20200506",""
"20200503","안산선","반월","2516","2360","20200506",""
"20200503","안산선","대야미","2726","2496","20200506",""
"20200503","안산선","산본","7948","8387","20200506",""
"20200503","수인선","인천","887","1269","20200506",""
"20200503","수인선","신포","1070","989","20200506",""
"20200503","수인선","숭의","1647","1448","20200506",""
"20200503","수인선","인하대","2294","2300","20200506",""
"20200503","수인선","송도","1412","1371","20200506",""
"20200503","수인선","연수","2452","2419","20200506",""
"20200503","수인선","원인재","2248","2352","20200506",""
"20200503","수인선","남동인더스파크","438","463","20200506",""
"20200503","수인선","호구포","1373","1451","20200506",""
"20200503","수인선","인천논현","2670","2773","20200506",""
"20200503","수인선","소래포구","4560","4577","20200506",""
"20200503","수인선","월곶","1399","1274","20200506",""
"20200503","수인선","달월","39","47","20200506",""
"20200503","분당선","매교","968","944","20200506",""
"20200503","분당선","수원시청","5136","5481","20200506",""
"20200503","분당선","매탄권선","1932","1890","20200506",""
"20200503","분당선","망포","4804","4941","20200506",""
"20200503","분당선","영통","3673","3697","20200506",""
"20200503","분당선","청명","1503","1442","20200506",""
"20200503","분당선","상갈","2298","2372","20200506",""
"20200503","분당선","기흥","4041","3988","20200506",""
"20200503","분당선","신갈","1573","1573","20200506",""
"20200503","분당선","구성","1968","2176","20200506",""
"20200503","분당선","죽전","6573","7571","20200506",""
"20200503","분당선","보정","856","829","20200506",""
"20200503","분당선","이매","2464","2400","20200506",""
"20200503","분당선","오리","4577","3975","20200506",""
"20200503","분당선","미금","6060","6563","20200506",""
"20200503","분당선","정자","5805","6203","20200506",""
"20200503","분당선","수내","5121","4948","20200506",""
"20200503","분당선","서현","10964","11353","20200506",""
"20200503","분당선","야탑","11146","11480","20200506",""
"20200503","분당선","모란","9728","10031","20200506",""
"20200503","분당선","태평","6807","6385","20200506",""
"20200503","분당선","가천대","2749","3480","20200506",""
"20200503","분당선","선정릉","1798","1805","20200506",""
"20200503","분당선","강남구청","2447","2888","20200506",""
"20200503","분당선","압구정로데오","6413","7376","20200506",""
"20200503","분당선","서울숲","4842","5095","20200506",""
"20200503","분당선","수원","4170","2293","20200506",""
"20200503","분당선","복정","1","0","20200506",""
"20200503","분당선","수서","7920","6495","20200506",""
"20200503","분당선","대모산입구","1520","1479","20200506",""
"20200503","분당선","개포동","1376","1350","20200506",""
"20200503","분당선","구룡","503","529","20200506",""
"20200503","분당선","도곡","1967","1906","20200506",""
"20200503","분당선","한티","6836","6641","20200506",""
"20200503","분당선","선릉","2078","3308","20200506",""
"20200503","과천선","범계","12147","11878","20200506",""
"20200503","과천선","평촌","4998","5050","20200506",""
"20200503","과천선","인덕원","9245","8991","20200506",""
"20200503","과천선","정부과천청사","3075","3121","20200506",""
"20200503","과천선","과천","2087","1971","20200506",""
"20200503","과천선","대공원","3709","3830","20200506",""
"20200503","과천선","경마공원","548","527","20200506",""
"20200503","과천선","선바위","2945","2889","20200506",""
"20200503","공항철도 1호선","영종","1774","1719","20200506",""
"20200503","공항철도 1호선","인천공항2터미널","1393","1282","20200506",""
"20200503","공항철도 1호선","인천공항1터미널","2911","2755","20200506",""
"20200503","공항철도 1호선","공항화물청사","969","1000","20200506",""
"20200503","공항철도 1호선","운서","4107","4484","20200506",""
"20200503","공항철도 1호선","청라국제도시","2404","2243","20200506",""
"20200503","공항철도 1호선","검암","3377","3673","20200506",""
"20200503","공항철도 1호선","계양","4032","3988","20200506",""
"20200503","공항철도 1호선","김포공항","7182","3007","20200506",""
"20200503","공항철도 1호선","마곡나루(서울식물원)","1533","1717","20200506",""
"20200503","공항철도 1호선","디지털미디어시티","2509","2613","20200506",""
"20200503","공항철도 1호선","홍대입구","6683","6475","20200506",""
"20200503","공항철도 1호선","공덕","816","1226","20200506",""
"20200503","공항철도 1호선","서울역","6282","4880","20200506",""
"20200503","경춘선","춘천","1719","1285","20200506",""
"20200503","경춘선","남춘천","1985","2011","20200506",""
"20200503","경춘선","김유정","509","594","20200506",""
"20200503","경춘선","강촌","904","669","20200506",""
"20200503","경춘선","백양리","141","128","20200506",""
"20200503","경춘선","굴봉산","287","253","20200506",""
"20200503","경춘선","가평","1766","1513","20200506",""
"20200503","경춘선","상천","623","567","20200506",""
"20200503","경춘선","청평","1723","1352","20200506",""
"20200503","경춘선","대성리","625","502","20200506",""
"20200503","경춘선","마석","2508","2590","20200506",""
"20200503","경춘선","천마산","969","943","20200506",""
"20200503","경춘선","평내호평","2999","2971","20200506",""
"20200503","경춘선","금곡","778","759","20200506",""
"20200503","경춘선","사릉","1637","1594","20200506",""
"20200503","경춘선","퇴계원","1767","1680","20200506",""
"20200503","경춘선","별내","1469","1402","20200506",""
"20200503","경춘선","갈매","1231","1158","20200506",""
"20200503","경춘선","신내","669","728","20200506",""
"20200503","경인선","도화","1887","1737","20200506",""
"20200503","경인선","중동","4220","3977","20200506",""
"20200503","경인선","온수(성공회대입구)","3060","2916","20200506",""
"20200503","경인선","도원","1546","1599","20200506",""
"20200503","경인선","간석","2844","2682","20200506",""
"20200503","경인선","부개","4066","3789","20200506",""
"20200503","경인선","소사","5567","5308","20200506",""
"20200503","경인선","구일","2729","2772","20200506",""
"20200503","경인선","인천","3365","3031","20200506",""
"20200503","경인선","동인천","8585","8198","20200506",""
"20200503","경인선","제물포","4603","4523","20200506",""
"20200503","경인선","주안","10326","9435","20200506",""
"20200503","경인선","동암","8780","8637","20200506",""
"20200503","경인선","백운","3560","3574","20200506",""
"20200503","경인선","부평","20242","21070","20200506",""
"20200503","경인선","송내","12260","11898","20200506",""
"20200503","경인선","부천","20290","20119","20200506",""
"20200503","경인선","역곡","12903","12888","20200506",""
"20200503","경인선","오류동","5988","5658","20200506",""
"20200503","경인선","개봉","10234","10386","20200506",""
"20200503","경의선","임진강","86","83","20200506",""
"20200503","경의선","문산","3374","3223","20200506",""
"20200503","경의선","파주","724","614","20200506",""
"20200503","경의선","월롱","859","1118","20200506",""
"20200503","경의선","금촌","3694","3961","20200506",""
"20200503","경의선","금릉","2238","2320","20200506",""
"20200503","경의선","운정","2811","2742","20200506",""
"20200503","경의선","야당","2980","2901","20200506",""
"20200503","경의선","탄현","3559","3378","20200506",""
"20200503","경의선","일산","4652","4561","20200506",""
"20200503","경의선","풍산","2793","2726","20200506",""
"20200503","경의선","백마","2774","2683","20200506",""
"20200503","경의선","곡산","274","255","20200506",""
"20200503","경의선","능곡","2055","2051","20200506",""
"20200503","경의선","행신","3755","3452","20200506",""
"20200503","경의선","강매","1203","1190","20200506",""
"20200503","경의선","화전","742","744","20200506",""
"20200503","경의선","수색","725","732","20200506",""
"20200503","경의선","디지털미디어시티","1069","1083","20200506",""
"20200503","경의선","가좌","2477","2504","20200506",""
"20200503","경의선","홍대입구","1296","1446","20200506",""
"20200503","경의선","서강대","1051","1144","20200506",""
"20200503","경의선","공덕","1302","1128","20200506",""
"20200503","경의선","효창공원앞","1062","1264","20200506",""
"20200503","경의선","신촌","195","217","20200506",""
"20200503","경의선","서울역","881","749","20200506",""
"20200503","경원선","소요산","4028","3190","20200506",""
"20200503","경원선","동두천","1031","1504","20200506",""
"20200503","경원선","보산","1061","885","20200506",""
"20200503","경원선","동두천중앙","1898","1813","20200506",""
"20200503","경원선","지행","3674","3618","20200506",""
"20200503","경원선","덕정","2981","3067","20200506",""
"20200503","경원선","덕계","1234","1161","20200506",""
"20200503","경원선","양주","4327","4343","20200506",""
"20200503","경원선","녹양","2344","2353","20200506",""
"20200503","경원선","가능","3591","3289","20200506",""
"20200503","경원선","의정부","11803","12362","20200506",""
"20200503","경원선","회룡","6235","6199","20200506",""
"20200503","경원선","망월사","3730","3871","20200506",""
"20200503","경원선","도봉산","7792","5726","20200506",""
"20200503","경원선","도봉","2945","2848","20200506",""
"20200503","경원선","방학","5199","4920","20200506",""
"20200503","경원선","창동","1","0","20200506",""
"20200503","경원선","녹천","2368","2051","20200506",""
"20200503","경원선","월계","3151","2984","20200506",""
"20200503","경원선","광운대","3927","3992","20200506",""
"20200503","경원선","석계","4585","5137","20200506",""
"20200503","경원선","신이문","4329","3983","20200506",""
"20200503","경원선","외대앞","4116","3942","20200506",""
"20200503","경원선","청량리(서울시립대입구)","11831","10935","20200506",""
"20200503","경원선","왕십리(성동구청)","7338","8745","20200506",""
"20200503","경원선","응봉","997","928","20200506",""
"20200503","경원선","옥수","52","39","20200506",""
"20200503","경원선","한남","1755","1744","20200506",""
"20200503","경원선","서빙고","958","994","20200506",""
"20200503","경원선","이촌(국립중앙박물관)","1995","1554","20200506",""
"20200503","경부선","광명","2187","1229","20200506",""
"20200503","경부선","서동탄","808","766","20200506",""
"20200503","경부선","당정","2624","2666","20200506",""
"20200503","경부선","천안","5267","4553","20200506",""
"20200503","경부선","두정","2845","3123","20200506",""
"20200503","경부선","직산","516","534","20200506",""
"20200503","경부선","성환","2154","2419","20200506",""
"20200503","경부선","평택","9134","9401","20200506",""
"20200503","경부선","지제","1526","1326","20200506",""
"20200503","경부선","서정리","2891","4641","20200506",""
"20200503","경부선","송탄","2556","2750","20200506",""
"20200503","경부선","진위","648","604","20200506",""
"20200503","경부선","오산","6546","6879","20200506",""
"20200503","경부선","오산대","1599","1400","20200506",""
"20200503","경부선","세마","1244","1161","20200506",""
"20200503","경부선","병점","7473","7986","20200506",""
"20200503","경부선","세류","1924","1814","20200506",""
"20200503","경부선","독산","5217","5306","20200506",""
"20200503","경부선","수원","27673","27465","20200506",""
"20200503","경부선","화서","3492","3310","20200506",""
"20200503","경부선","성균관대","6298","6728","20200506",""
"20200503","경부선","의왕","3703","3727","20200506",""
"20200503","경부선","군포","2949","2695","20200506",""
"20200503","경부선","금정","11865","12176","20200506",""
"20200503","경부선","명학","2822","2782","20200506",""
"20200503","경부선","안양","12423","11953","20200506",""
"20200503","경부선","관악","4131","3773","20200506",""
"20200503","경부선","석수","4578","4569","20200506",""
"20200503","경부선","금천구청","5358","5269","20200506",""
"20200503","경부선","가산디지털단지","3922","5576","20200506",""
"20200503","경부선","구로","7309","7540","20200506",""
"20200503","경부선","신길","4017","3483","20200506",""
"20200503","경부선","신도림","1719","1712","20200506",""
"20200503","경부선","영등포","28421","27225","20200506",""
"20200503","경부선","대방","5223","5485","20200506",""
"20200503","경부선","노량진","5534","5053","20200506",""
"20200503","경부선","용산","26067","20800","20200506",""
"20200503","경부선","남영","3389","3659","20200506",""
"20200503","경부선","서울역","5346","768","20200506",""
"20200503","경강선","여주","1758","1488","20200506",""
"20200503","경강선","세종대왕릉","246","214","20200506",""
"20200503","경강선","부발","909","1519","20200506",""
"20200503","경강선","이천","1738","1915","20200506",""
"20200503","경강선","신둔도예촌","643","631","20200506",""
"20200503","경강선","곤지암","1296","1430","20200506",""
"20200503","경강선","초월","1303","1330","20200506",""
"20200503","경강선","경기광주","3184","3063","20200506",""
"20200503","경강선","삼동","827","819","20200506",""
"20200503","경강선","이매","541","380","20200506",""
"20200503","경강선","판교","1708","1610","20200506",""
"20200503","9호선2~3단계","중앙보훈병원","2748","2785","20200506",""
"20200503","9호선2~3단계","둔촌오륜","349","374","20200506",""
"20200503","9호선2~3단계","올림픽공원(한국체대)","2400","2491","20200506",""
"20200503","9호선2~3단계","한성백제","1064","964","20200506",""
"20200503","9호선2~3단계","송파나루","1985","2229","20200506",""
"20200503","9호선2~3단계","석촌","3305","2911","20200506",""
"20200503","9호선2~3단계","석촌고분","2318","2247","20200506",""
"20200503","9호선2~3단계","삼전","2701","2741","20200506",""
"20200503","9호선2~3단계","종합운동장","1545","1491","20200506",""
"20200503","9호선2~3단계","봉은사","4834","4854","20200506",""
"20200503","9호선2~3단계","삼성중앙","1498","1549","20200506",""
"20200503","9호선2~3단계","선정릉","2315","2601","20200506",""
"20200503","9호선2~3단계","언주","2352","2288","20200506",""
"20200503","9호선","신논현","12343","12165","20200506",""
"20200503","9호선","사평","864","907","20200506",""
"20200503","9호선","고속터미널","9358","11299","20200506",""
"20200503","9호선","신반포","1111","1203","20200506",""
"20200503","9호선","구반포","1006","1075","20200506",""
"20200503","9호선","동작(현충원)","815","700","20200506",""
"20200503","9호선","흑석(중앙대입구)","3180","3338","20200506",""
"20200503","9호선","노들","2054","1870","20200506",""
"20200503","9호선","노량진","13336","14789","20200506",""
"20200503","9호선","여의도","4213","4314","20200506",""
"20200503","9호선","국회의사당","3233","2888","20200506",""
"20200503","9호선","당산","6912","7014","20200506",""
"20200503","9호선","선유도","2241","2317","20200506",""
"20200503","9호선","신목동","1334","1211","20200506",""
"20200503","9호선","염창","6739","6846","20200506",""
"20200503","9호선","등촌","3931","4118","20200506",""
"20200503","9호선","증미","2386","2518","20200506",""
"20200503","9호선","가양","8575","8717","20200506",""
"20200503","9호선","양천향교","3029","3376","20200506",""
"20200503","9호선","마곡나루(서울식물원)","3969","4263","20200506",""
"20200503","9호선","신방화","2878","2863","20200506",""
"20200503","9호선","공항시장","1452","1595","20200506",""
"20200503","9호선","김포공항","5955","6327","20200506",""
"20200503","9호선","개화","1036","988","20200506",""
"20200503","8호선","모란","2206","1837","20200506",""
"20200503","8호선","수진","2613","2369","20200506",""
"20200503","8호선","신흥","2456","2624","20200506",""
"20200503","8호선","단대오거리","4504","4341","20200506",""
"20200503","8호선","남한산성입구(성남법원.검찰청)","6010","5513","20200506",""
"20200503","8호선","산성","2863","2940","20200506",""
"20200503","8호선","복정","4132","3999","20200506",""
"20200503","8호선","장지","8300","8503","20200506",""
"20200503","8호선","문정","4710","4943","20200506",""
"20200503","8호선","가락시장","2901","3682","20200506",""
"20200503","8호선","송파","3345","3394","20200506",""
"20200503","8호선","석촌","3305","4139","20200506",""
"20200503","8호선","잠실(송파구청)","7657","8410","20200506",""
"20200503","8호선","몽촌토성(평화의문)","2512","2566","20200506",""
"20200503","8호선","강동구청","3626","3831","20200506",""
"20200503","8호선","천호(풍납토성)","8205","9419","20200506",""
"20200503","8호선","암사","7737","7064","20200506",""
"20200503","7호선","부평구청","4384","3764","20200506",""
"20200503","7호선","굴포천","4057","4021","20200506",""
"20200503","7호선","삼산체육관","2071","1835","20200506",""
"20200503","7호선","상동","6209","6116","20200506",""
"20200503","7호선","부천시청","5485","5417","20200506",""
"20200503","7호선","신중동","5969","5885","20200506",""
"20200503","7호선","춘의","2942","2885","20200506",""
"20200503","7호선","부천종합운동장","1954","1833","20200506",""
"20200503","7호선","까치울","3602","3562","20200506",""
"20200503","7호선","온수(성공회대입구)","3512","3593","20200506",""
"20200503","7호선","천왕","3726","3631","20200506",""
"20200503","7호선","광명사거리","11792","11485","20200506",""
"20200503","7호선","철산","9607","9714","20200506",""
"20200503","7호선","가산디지털단지","10066","9587","20200506",""
"20200503","7호선","남구로","6002","5832","20200506",""
"20200503","7호선","대림(구로구청)","5853","5524","20200506",""
"20200503","7호선","신풍","5158","4963","20200506",""
"20200503","7호선","보라매","3606","3643","20200506",""
"20200503","7호선","신대방삼거리","6925","7023","20200506",""
"20200503","7호선","장승배기","4700","4760","20200506",""
"20200503","7호선","상도","4245","4163","20200506",""
"20200503","7호선","숭실대입구(살피재)","4764","5028","20200506",""
"20200503","7호선","남성","4866","4908","20200506",""
"20200503","7호선","이수","6974","6913","20200506",""
"20200503","7호선","내방","4097","4277","20200506",""
"20200503","7호선","고속터미널","13223","7105","20200506",""
"20200503","7호선","반포","2716","2674","20200506",""
"20200503","7호선","논현","5500","5854","20200506",""
"20200503","7호선","학동","4509","4959","20200506",""
"20200503","7호선","강남구청","4421","5018","20200506",""
"20200503","7호선","청담","5051","5245","20200506",""
"20200503","7호선","뚝섬유원지","8517","8352","20200506",""
"20200503","7호선","건대입구","7221","7630","20200506",""
"20200503","7호선","어린이대공원(세종대)","5824","6081","20200506",""
"20200503","7호선","군자(능동)","6537","5229","20200506",""
"20200503","7호선","중곡","4545","4338","20200506",""
"20200503","7호선","용마산(용마폭포공원)","2816","3060","20200506",""
"20200503","7호선","사가정","8243","7868","20200506",""
"20200503","7호선","면목","7231","7095","20200506",""
"20200503","7호선","상봉(시외버스터미널)","8583","8462","20200506",""
"20200503","7호선","중화","5171","4928","20200506",""
"20200503","7호선","먹골","4850","4692","20200506",""
"20200503","7호선","태릉입구","4117","3729","20200506",""
"20200503","7호선","공릉(서울과학기술대)","5553","5818","20200506",""
"20200503","7호선","하계","8086","7727","20200506",""
"20200503","7호선","중계","6022","5544","20200506",""
"20200503","7호선","노원","9600","9841","20200506",""
"20200503","7호선","마들","4728","4495","20200506",""
"20200503","7호선","수락산","7656","7662","20200506",""
"20200503","7호선","도봉산","4946","7220","20200506",""
"20200503","7호선","장암","1219","912","20200506",""
"20200503","6호선","봉화산(서울의료원)","3660","3487","20200506",""
"20200503","6호선","화랑대(서울여대입구)","4141","3742","20200506",""
"20200503","6호선","태릉입구","2480","2935","20200506",""
"20200503","6호선","석계","5903","5906","20200506",""
"20200503","6호선","돌곶이","4735","4513","20200506",""
"20200503","6호선","상월곡(한국과학기술연구원)","2759","2422","20200506",""
"20200503","6호선","월곡(동덕여대)","4961","4914","20200506",""
"20200503","6호선","고려대(종암)","3068","3155","20200506",""
"20200503","6호선","안암(고대병원앞)","3845","4160","20200506",""
"20200503","6호선","보문","3291","3225","20200506",""
"20200503","6호선","창신","1375","1221","20200506",""
"20200503","6호선","동묘앞","5598","5452","20200506",""
"20200503","6호선","신당","2630","3303","20200506",""
"20200503","6호선","청구","1384","1435","20200506",""
"20200503","6호선","약수","1441","1431","20200506",""
"20200503","6호선","버티고개","865","899","20200506",""
"20200503","6호선","한강진","4303","5414","20200506",""
"20200503","6호선","이태원","10445","9602","20200506",""
"20200503","6호선","녹사평(용산구청)","3686","3747","20200506",""
"20200503","6호선","삼각지","2502","1785","20200506",""
"20200503","6호선","효창공원앞","2873","2580","20200506",""
"20200503","6호선","공덕","5687","5557","20200506",""
"20200503","6호선","대흥(서강대앞)","3061","3141","20200506",""
"20200503","6호선","광흥창(서강)","3516","3307","20200506",""
"20200503","6호선","상수","4612","5284","20200506",""
"20200503","6호선","합정","7472","7134","20200506",""
"20200503","6호선","망원","7962","9004","20200506",""
"20200503","6호선","마포구청","5814","5215","20200506",""
"20200503","6호선","월드컵경기장(성산)","3787","3980","20200506",""
"20200503","6호선","디지털미디어시티","4335","4514","20200506",""
"20200503","6호선","증산(명지대앞)","4944","5060","20200506",""
"20200503","6호선","새절(신사)","5954","5648","20200506",""
"20200503","6호선","구산","3411","2409","20200506",""
"20200503","6호선","연신내","1","0","20200506",""
"20200503","6호선","독바위","1475","1867","20200506",""
"20200503","6호선","불광","2818","2714","20200506",""
"20200503","6호선","역촌","1732","1973","20200506",""
"20200503","6호선","응암","8211","8521","20200506",""
"20200503","5호선","마천","2597","2890","20200506",""
"20200503","5호선","거여","3074","3043","20200506",""
"20200503","5호선","개롱","2640","2846","20200506",""
"20200503","5호선","오금","1482","1395","20200506",""
"20200503","5호선","방이","3305","3167","20200506",""
"20200503","5호선","올림픽공원(한국체대)","1698","1438","20200506",""
"20200503","5호선","둔촌동","3733","3725","20200506",""
"20200503","5호선","상일동","6462","6195","20200506",""
"20200503","5호선","고덕","3246","3268","20200506",""
"20200503","5호선","명일","3391","3383","20200506",""
"20200503","5호선","굽은다리(강동구민회관앞)","4051","3857","20200506",""
"20200503","5호선","길동","3306","3350","20200506",""
"20200503","5호선","강동","8633","7858","20200506",""
"20200503","5호선","천호(풍납토성)","10712","10412","20200506",""
"20200503","5호선","광나루(장신대)","6193","6044","20200506",""
"20200503","5호선","아차산(어린이대공원후문)","8671","8905","20200506",""
"20200503","5호선","군자(능동)","4746","5502","20200506",""
"20200503","5호선","장한평","6037","6075","20200506",""
"20200503","5호선","답십리","6279","5747","20200506",""
"20200503","5호선","마장","2491","2500","20200506",""
"20200503","5호선","왕십리(성동구청)","2021","2408","20200506",""
"20200503","5호선","행당","3372","3019","20200506",""
"20200503","5호선","신금호","2453","2648","20200506",""
"20200503","5호선","청구","1494","1304","20200506",""
"20200503","5호선","동대문역사문화공원(DDP)","423","583","20200506",""
"20200503","5호선","을지로4가","1146","1241","20200506",""
"20200503","5호선","종로3가","6621","6486","20200506",""
"20200503","5호선","광화문(세종문화회관)","8140","8185","20200506",""
"20200503","5호선","서대문","3598","3672","20200506",""
"20200503","5호선","충정로(경기대입구)","1171","1202","20200506",""
"20200503","5호선","애오개","2269","2342","20200506",""
"20200503","5호선","공덕","3578","3776","20200506",""
"20200503","5호선","마포","3798","3882","20200506",""
"20200503","5호선","여의나루","8785","8822","20200506",""
"20200503","5호선","여의도","4234","4981","20200506",""
"20200503","5호선","신길","1269","1420","20200506",""
"20200503","5호선","영등포시장","3556","3829","20200506",""
"20200503","5호선","영등포구청","1083","1135","20200506",""
"20200503","5호선","양평","2031","2157","20200506",""
"20200503","5호선","오목교(목동운동장앞)","9535","10048","20200506",""
"20200503","5호선","목동","6674","6910","20200506",""
"20200503","5호선","신정(은행정)","5187","4666","20200506",""
"20200503","5호선","까치산","13704","13394","20200506",""
"20200503","5호선","화곡","12448","11869","20200506",""
"20200503","5호선","우장산","5765","5788","20200506",""
"20200503","5호선","발산","6989","7563","20200506",""
"20200503","5호선","마곡","2129","2217","20200506",""
"20200503","5호선","송정","3354","3441","20200506",""
"20200503","5호선","김포공항","5396","4372","20200506",""
"20200503","5호선","개화산","2321","2415","20200506",""
"20200503","5호선","방화","3330","3225","20200506",""
"20200503","4호선","남태령","521","432","20200506",""
"20200503","4호선","사당","12353","11415","20200506",""
"20200503","4호선","총신대입구(이수)","8635","9603","20200506",""
"20200503","4호선","동작(현충원)","1595","1657","20200506",""
"20200503","4호선","이촌(국립중앙박물관)","2880","3457","20200506",""
"20200503","4호선","신용산","5562","5052","20200506",""
"20200503","4호선","삼각지","1477","1752","20200506",""
"20200503","4호선","숙대입구(갈월)","5397","5277","20200506",""
